Артикул	Наименование (Русский)	Старая цена	Цена	На складе	Скрытый	Каталог куда загружать	Каталог куда загружать-2	Продано	Можно купить	Гарантия
31909	Процессор Pentium-IV  530j 3.0 GHz 1M cache 800MHz box INTEL LGA-775	0	0	0	1	484		0	0	12	
11042	Процессор Pentium-IV  550 3.4 GHz 1M cache 800MHz box INTEL LGA-775	0	0	0	1	484		0	0	12	
32639	Процессор Phenom II x2 560 Black Edition Socket AM3; 3300Mhz; 2х512KB L2 Cache; 6144KB L3 Cache; BOX	0	0	0	1	484		0	0	12	
34897	Процессор Phenom II x2 565 Black Edition Socket AM3; 3400Mhz; 2x512KB L2 Cache; 6144KB L3 Cache; BOX	0	0	0	1	484		0	0	12	
34799	Процессор Phenom II x3 8250e ; Socket AM2+ 1.9GHz; 3.5MB 65W Tray	0	0	0	1	484		0	0	12	
33844	Процессор Phenom II x4 820  Black Edition; Quad-Core Deneb; 3.6 GHz/8MB 125W ;  Socket AM3 BOX	0	0	0	1	484		0	0	12	
34314	Процессор Phenom II x4 820 ; Quad-Core Deneb; 2.8GHz/2MB;  Socket AM3; 95W Tray	0	0	0	1	484		0	0	12	
33939	Процессор Phenom II x4 840 ; Quad-Core Propus; 3.2GHz/2MB;  Socket AM3; 95W BOX	0	0	0	1	484		0	0	12	
32638	Процессор Phenom II x4 920 ; Quad-Core Deneb; 2.8GHz/8MB/1800 MHz;  Socket AM2+; 120W BOX	0	0	0	1	484		0	0	12	
28200	Процессор Phenom II x4 925 Socket AM3; BOX; C3 Quad-Core Deneb; 2800Mhz; 4x512KB L2 Cache; 6144KB L3 Cache; 125W; Dual-Channel DDR3	0	0	0	1	484		0	0	12	
30292	Процессор Phenom II x4 940 Black Edition; Quad-Core Deneb; 3.0GHz/8MB/1800 MHz;  Socket AM2+; 120W Tray	0	0	0	1	484		0	0	12	
30453	Процессор Phenom II x4 945 Quard-Core Deneb; Revision C3; 3000Mhz; BOX	0	0	0	1	484		0	0	12	
30197	Процессор Phenom II x4 955 3.2GHz Quard-Core Deneb  Socket AM3;  125W BOX;	0	0	0	1	484		0	0	12	
35132	Процессор Phenom II x4 965 3.4GHz Quard-Core Deneb  Socket AM3;  125W BOX;	0	0	0	1	484		0	0	12	
35147	Процессор Phenom II x4 965 3.4GHz Quard-Core Deneb  Socket AM3;  125W Tray	0	0	0	1	484		0	0	12	
32880	Процессор Phenom II x6 1055T 2.8 GHz Socket AM3, 6x512KB L2 Cache, 6144kb L3 Cache, Thuban, 125W Box	0	0	0	1	484		0	0	12	
32397	Процессор Phenom II x6 1075T 3.0GHz 9Mb Thuban 125W Socket AM3	0	0	0	1	484		0	0	12	
29981	Процессор Phenom II x6 1090T Socket AM3; BOX; Core-6 Thuban ; 3200Mhz; 6x512Kb L2 Cache; 6144Kb L3 Cache; 125W	0	0	0	1	484		0	0	12	
30291	Процессор Phenom II х2 555 Black Edition Socket AM3 Callisto; 3200Mhz; 2х512KB L2 Cache; 6144KB L3 Cache; BOX	0	0	0	1	484		0	0	12	
34730	Процессор Q6600 2.4GHz /1066/8Mb Core 2 Quad Kentsfield 105W Box LGA-775	0	0	0	1	484		0	0	12	
29851	Процессор Q6600 2.4GHz /1066/8Mb Core 2 Quad Tray LGA-775	0	0	0	1	484		0	0	12	
25032	Процессор Q8200 2.33GHz /1333/4Mb Core 2 Quad FSP 45nm box LGA-775	0	0	0	1	484		0	0	12	
27950	Процессор Q8300 2.5GHz /1333/4Mb Core 2 Quad box LGA-775	0	0	0	1	484		0	0	12	
28542	Процессор Q8300 2.5GHz /1333/4Mb Core 2 Quad LGA-775 tray	0	0	0	1	484		0	0	12	
28548	Процессор Q8400 2.67GHz /1333/4Mb Core 2 Quad  LGA-775 tray	0	0	0	1	484		0	0	12	
28327	Процессор Q8400 2.67GHz /1333/4Mb Core 2 Quad box LGA-775	0	0	0	1	484		0	0	12	
30392	Процессор Q9300 2.5GHz /1333/6Mb Core 2 Quad box LGA-775	0	0	0	1	484		0	0	12	
31163	Процессор Q9400 2.66GHz /1333/6Mb Core 2 Quad box LGA-775	0	0	0	1	484		0	0	12	
29783	Процессор Q9505 2.83GHz /1333/4Mb Core 2 Quad box LGA-775	0	0	0	1	484		0	0	12	
27497	Процессор Sempron 140 2.7 GHz Socket AM3 45W Box	0	0	0	1	484		0	0	12	
35042	Процессор Xeon E3-1230 3.2 GHz/8M/TB Quad Core Sandy Bridge LGA 1155/ no GPU/ 80W Box	0	0	0	1	484		0	0	12	
29987	Процессор Xeon E5420 2.5GHz Quad Core Harpertown LGA 771	0	0	0	1	484		0	0	12	
29342	Процессор Xeon E5504 2.0GHz , 4.8GT/s, 4MB, Quad Core Nehalem-EP   LGA 1366, INTEL box	0	0	0	1	484		0	0	12	
28572	Процессор Xeon E5506 2.13 Ghz ; FSB 4.8GT/sec; 4Mb; Quad Core Nehalem-EP 80W LGA 1366; INTEL tray	0	0	0	1	484		0	0	12	
42754	Процессорl Pentium G3258 2/2 3.2GHz 3M LGA1150 box BX80646G3258	0	0	0	0	484		0	0	12	
42655	Процессорный кулер Cooler Master Hyper 103 LGA2011/1366/1156/1155/1150/775&FM2/FM1/AM3+ PWM	0	0	0	0	1012		0	0	12	
45060	Прочее разна мелочевка	0	0	0	1			0	0	12	
39012	Пульсометр Scosche IPTMF myTREK, Bluetooth измеритель пульса	0	0	0	1	570		0	0	12	
36901	Пульт LogicPower LF-X06D-IR с картридером CF,RS_MMC,SD,MiniSD	0	0	0	1	1648	1662	0	0	12	
33771	Пульт Logitech Wireless Presenter R400 910-001357	0	0	0	0	1648		0	0	12	
41307	Пульт для презентаций Genius Media Pointer 1000 2.4GHz USB (31090006101)	0	0	0	1	1648		0	0	12	
32874	Пульт ДУ Apple Remote Универсальный MA128GA	0	0	0	1	1769		0	0	12	
44174	Пульт ДУ Аура	0	0	0	1			0	0	12	
42763	Пылесос LG VK70505N безмешковый	0	0	0	0			0	0	12	
40978	Пылесос Panasonic MC-CG524WR79	0	0	0	0			0	0	12	
7507	Пылесос SAMSUNG VC-6013SN3B	0	0	0	1			0	0	12	
29446	Радиатор BXSTS100A	0	0	0	1	1012		0	0	12	
29447	Радиатор SNK-P0037P (для Xeon)	0	0	0	1	1012	1359	0	0	12	
41953	Радиотелефон DECT Gigaset E495 Black S30852H2124S301	0	0	0	0	530		0	0	12	
41272	Радиотелефон DECT Panasonic KX-TG6461UAT Titan	0	0	0	1	530		0	0	12	
41951	Радиотелефон DECT Panasonic KX-TG6812UAB Black	0	0	0	0	530		0	0	12	
42456	Радиотелефон Panasonic KX-TG1611UAH DECT Black/Grey	0	0	0	0	530		0	0	12	
45240	Разветвитель Cablexpert HDMI v. 1.4 на 2 порта (DSP-2PH4-03	0	0	0	1	1802		0	0	12	
44829	Разветвитель HDMI 4K, 1 вход/2 выхода	311	234	1	0	1802		0	1	12	
44783	Разветвитель HDMI 4K, 1 вход/4 выхода	0	0	0	0	1802		0	0	12	
45351	Разветвитель HDMI активный 1=>4 порта; 4K; 1080Р; 1.4; Q50	0	0	0	0	1802		0	0	12	
44005	Разветвитель HDMI, 1 вход/2 выхода	0	0	0	0	1802		0	1	12	
44779	Разветвитель HDMI, 1 вход/2 выхода активный	0	0	0	0	1802		0	0	12	
44125	Разветвитель VGA на 2 VGA, активный, LU102	0	0	0	0	1804		0	0	12	
44159	Разветвитель VGA на 2 VGA, активный,Vktech 	0	0	0	0	1804		0	0	12	
43330	Разветвитель VGA на 2 VGA, пассивный	0	0	0	0	1804		0	0	12	
44019	Разветвитель VGA на 4 VGA, активный	0	0	0	0	1804		0	0	12	
45429	Разветвитель VGA на 8 VGA, активный	0	0	0	0	1804		0	0	12	
38497	Разветвитель для наушников (jack 3.5мм/ jack 3.5мм x5) Belkin Rockstar F8Z274EA	0	0	0	1	1741		0	0	12	
38496	Разветвитель для наушников Belkin iPhone Splitter 3.5мм jack x2 / Белый / F8V234eaGLD-APL	0	0	0	1	1741		0	0	12	
40945	Разветвитель для наушников Moshi 3.5 mm Audio Jack Splitter Black (99MO023005)	0	0	0	1	1741		0	0	12	
41150	Разветвитель для наушников Scosche IUHPS	0	0	0	1	1741		0	0	12	
45034	Разветвитель-переходик HDMI, 1 вход/2 выхода	142	53	5	0	1802		0	1	12	
43749	Разъем DB9F	0	0	0	0	1814		0	0	12	
43769	Разъем DB9M	52	3	8	0	1814		0	1	12	
1288	Разъем RJ-11	0	0	0	1	1756		0	0	12	
248	Разъем RJ-45	0	0	0	0	1756		0	0	12	
11682	Разъем RJ-45 5 кат экранированный	0	0	0	1	1756		0	0	12	
41102	Разъем USB короткий	0	0	0	1			0	0	12	
32624	Разъем питания PJ-12	0	0	0	1	1756		0	0	12	
37338	Разъем питания PJ-27	0	0	0	1	1756		0	0	12	
32625	Разъем питания PJ-3	0	0	0	1	1756		0	0	12	
37337	Разъем питания PJ-45	0	0	0	1	1756		0	0	12	
37336	Разъем питания PJ-9C	0	0	0	1	1756		0	0	12	
43596	Рамка 1 пост Слонова кістка, Valena LIFE 754047	0	0	0	1			0	0	12	
43598	Рамка 5 постів Білий, Valena LIFE 754005	0	0	0	1			0	0	12	
43595	Рамка розетки Legrand 2хSchuko Valena LIFE, Білий 754221	0	0	0	1			0	0	12	
28998	Рация COBRA MT200-2 VP	0	0	0	1	1748	1154	0	0	12	
28999	Рация COBRA MT800-2 VP	0	0	0	1	1748		0	0	12	
29000	Рация COBRA MT975-2 VP	0	0	0	1	1748		0	0	12	
30409	Регистратор речи  на 4 цифровых канала в компл. с ПО (PCI)	0	0	0	1	1799		0	0	12	
30982	Ремень HP DesignJet-500 Belt 42 (C7770-60014)	0	0	0	1	522		0	0	12	
31088	Ремонт iMac 20 с заменой superdrive	0	0	0	1	1769		0	0	12	
42040	Ремонт бп и платы	0	0	0	1			0	0	12	
41565	Ремонтный комплект для принтера LaserJet p4515	0	0	0	1	522		0	0	12	
32216	Ресивер Harman/Kardon AVR160	0	0	0	1	1722		0	0	12	
43653	Ретранслятор TP-Link TL-WA850RE 802.11 b/g/n, 1x10/100TX	0	0	0	0	1783	1751	0	0	12	
43593	Розетка Legrand Schuko 16А 250В зі шторками двойная слоновая кость 753227	0	0	0	1			0	0	12	
43600	Розетка Legrand Schuko 16А 250В зі шторками, подвійна а 753127	0	0	0	1			0	0	12	
43989	Розетка RJ45 x2 UTP 5e Atcom	0	0	0	0	1756		0	0	12	
44300	Розетка RJ45 x2 UTP 5e Atcom (15254)	0	0	0	0	1756		0	0	12	
45058	Розетка RJ45 x2 UTP cat.5e (LP-214) LogicPower (2304)	0	0	0	0	1756		0	0	12	
43599	Розетка Schuko 16А 250В автоматичні клеми Білий 753421	0	0	0	1			0	0	12	
43594	Розетка Schuko 16А 250В автоматичні клеми Слонова  753521	0	0	0	1			0	0	12	
43597	Розетка USB для зарядки подвійна Білий, Valena LIFE 753412	0	0	0	1			0	0	12	
24942	Розетка внешняя 1xRJ-45 STP cat5e	0	0	0	1	1756		0	0	12	
23362	Розетка внешняя 1xRJ-45 UTP cat5e	0	0	0	0	1756	1154	0	0	12	
38558	Розетка внешняя 1хRJ-45 STP Cat 5e Keystone	0	0	0	1	1756		0	0	12	
24941	Розетка внешняя 2xRJ-45 UTP cat5e	0	0	0	1	1756	1154	0	0	12	
18699	Розетка внешняя RIT RJ45  STP кат.5 тип 110	0	0	0	1	1756	1154	0	0	12	
29383	Розетка внутренняя 1xRJ-45 UTP cat5e RIT	0	0	0	1	1756		0	0	12	
39847	Розетка телефонная белая (2xRJ11); VI-KO(Yasemin) внешняя	0	0	0	1	1756		0	0	12	
16751	Розетка телефонная белая без вставки (2xRJ11); VI-KO(Yasemin) внешняя	0	0	0	1	1756	1154	0	0	12	
16750	Розетка телефонная белая без вставки, без модуля; VI-KO (Kardelen)	0	0	0	1	1756		0	0	12	
30755	Розетка телефонная белая с корпусом мини на стену (2xRJ11-M)	0	0	0	1	1756		0	0	12	
39976	Ролик захвата бумаги HP LJ 1160/1320/2100 нижний RB2-2891-000/АНК 21030	0	0	0	1	522		0	0	12	
36911	Ролик переноса изображения (Transfer Roller) Xerox PH7750/7760 108R00579	0	0	0	1	522		0	0	12	
42824	Роутер TP-Link TL-SG108E	0	0	0	0	1751		0	0	12	
32637	Роутер WiFi Asus RT-G32, 54Mbps, IEEE802.11b\g, 4xLAN,10\100 BaseT	0	0	0	1	1751	1154	0	0	12	
40971	Роутер WiFi Asus RT-N53 Wi-Fi 802.11g/n 300Mb Двухдиапазонный 2,4/5Mhz, 4 LAN	0	0	0	0	1751		0	0	12	
41016	Роутер WiFi Asus RT-N65U Wireless 802.11n  450Mbps + 4 портовый коммутатор 10/100/1000Mbps + 2xUSB	0	0	0	0	1751		0	0	12	
41205	Роутер WiFi D-Link DIR-300/A/D1 802.11n 150Mб/сек, 4port LAN 10/100Мб/сек	0	0	0	0	1751		0	0	12	
42529	Роутер WiFi D-Link DIR-320/A Wireless Router 802.11n 150Мб/с,  4-ports 10/100+USB2.0	0	0	0	0	1751		0	0	12	
28447	Роутер WiFi D-Link DIR-615 Wireless Router 4port 10/100	0	0	0	0	1751	1154	0	0	12	
32332	Роутер WiFi D-Link DIR-620/ Wireless 802,11n, DualBand, USB 3G/CDMA/WiMax	0	0	0	1	1751		0	0	12	
40486	Роутер WiFi D-Link DIR-620/S 802.11n 300Мб/с, USB	0	0	0	1	1751		0	0	12	
33225	Роутер WiFi Keenetic 300Mbit, USB 2.0, 4*LAN	0	0	0	1	1751		0	0	12	
36043	Роутер WiFi Keenetic 4G; 150Mbit, USB 2.0, 2*LAN	0	0	0	1	1751		0	0	12	
40758	Роутер WiFi Keenetic GIGA 300Mbit, USB 2.0, 4*LAN	0	0	0	1	1751		0	0	12	
37945	Роутер WiFi Keenetic Lite	0	0	0	1	1751		0	0	12	
41510	Роутер WiFi Keenetic Lite II	0	0	0	0	1751		0	0	12	
42323	Роутер WiFi Keenetic Start	0	0	0	0	1751		0	0	12	
40963	Роутер WiFi MikroTik /направленного действия/ RB/SXTG-2Hnd	0	0	0	1	1751		0	0	12	
42610	Роутер WiFi Netis WF2411R 150Mbit/s; IP-TV	0	0	0	0	1751		0	0	12	
35241	Роутер WiFi TP-Link TL-MR3220 3G  Wi-Fi 802.11g/n, 150Mbps, 4LAN 10/100Mb, USB, 1 антенна	0	0	0	1	1751	1154	0	0	12	
35150	Роутер WiFi TP-Link TL-MR3420, 3G (UMTS, HSPA, EVDO) IEEE 802.11b/g/n, 300Mbps, 2 антенны	0	0	0	0	1751		0	0	12	
40889	Роутер WiFi TP-Link TL-WDR4300	0	0	0	0	1751		0	0	12	
31223	Роутер WiFi TP-Link TL-WR1043ND, IEEE 802.11b/g/n, 300Mbps, 3 антенны, 1 USB, серия Ultimate N	0	0	0	0	1751	1154	0	0	12	
29151	Роутер WiFi TP-Link TL-WR340G Wireless Router, 54M.	0	0	0	1	1751	1154	0	0	12	
27818	Роутер WiFi TP-Link TL-WR340GD, IEEE 802.11b/g, 54Mbps, 1 антенна	0	0	0	1	1751		0	0	12	
37663	Роутер WiFi TP-Link TL-WR740N, 150Мбит	0	0	0	0	1751	1154	0	0	12	
28966	Роутер WiFi TP-Link TL-WR741ND, IEEE 802.11b/g/n, 150Mbps, 1 антенна	0	0	0	0	1751	1154	0	0	12	
30353	Роутер WiFi TP-Link TL-WR841N Wireless N Router, Atheros, 2T2R, 2.4GHz, 802.11n, Built-in 4-port switch	0	0	0	1	1751		0	0	12	
42864	Роутер WiFi TP-Link TL-WR841N_	0	0	0	0	1751		0	0	12	
30823	Роутер WiFi TP-Link TL-WR841ND, IEEE 802.11b/g/n, 300Mbps, 2 антенны	0	0	0	0	1751	1154	0	0	12	
42748	Роутер WiFi TP-Link TL-WR842ND		0	0	0	0	1751		0	0	12	
42749	Роутер WiFi TP-Link TL-WR843ND	0	0	0	0	1751		0	0	12	
32953	Роутер WiFi TP-Link TL-WR940N, 802.11 g/n, 300Mb, 3 антенны	0	0	0	0	1751	1154	0	0	12	
28967	Роутер WiFi TP-Link TL-WR941ND, IEEE 802.11b/g/n, 300Mbps, 3 антенны	0	0	0	0	1751	1154	0	0	12	
42080	Роутер WiFi ZyXEL Keenetic GIGA II 300Mbit, 2xUSB 2.0, 4xLAN	0	0	0	0	1751		0	0	12	
40759	Роутер WiFi ZyXEL Keenetic II	0	0	0	0	1751		0	0	12	
41923	Роутер WiFi портативный ASUS WL-330N	0	0	0	0	1751		0	0	12	
42353	Роутер WiFi портативный Sony VGP-WAR100, питание от USB	0	0	0	1	1751		0	0	12	
30201	Роутер проводной TP-Link TL-R402M 4-Port	0	0	0	1	1751	1154	0	0	12	
20984	Роутер проводной ZyXEL PRESTIGE ES-305	0	0	0	1	1751	1154	0	0	12	
28644	Руль GENIUS Speed Wheel 5 Pro Vibration PC/PS3  31620018100	0	0	0	1	1728		0	0	12	
6912	Руль GENIUS SpeedWheel 3 USB; Рулевое колесо+педали; USB	0	0	0	1	1728		0	0	12	
28228	Руль GENIUS SpeedWheel Vibration USB; Рулевое колесо+педали; USB	0	0	0	1	1728		0	0	12	
32158	Руль Genius TwinWheel 900 FF PC/PS3 	0	0	0	1	1728		0	0	12	
32529	Руль GENIUS TwinWheel F1 Vibration PC+PS2	0	0	0	1	1728		0	0	12	
28645	Руль GENIUS TwinWheel FF PC+PS2	0	0	0	1	1728		0	0	12	
13864	Руль LOGITECH Formula Force EX	0	0	0	1	1728		0	0	12	
19126	Руль LOGITECH G25 Racing Wheel	0	0	0	1	1728		0	0	12	
7078	Руль LOGITECH MOMO Racing Force; Рулевое колесо+педали+рычаг скоростей; Feedback; USB LT.963282-XXXX	0	0	0	1	1728		0	0	12	
25783	Руль Thrustmaster Rallye GT Force Freedback Pro Clutch Edition USB Рулевое колесо+педали	0	0	0	1	1728	1450	0	0	12	
34278	Рюкзак для ноутбука 15.6 HP Black AT887AA	0	0	0	1	533		0	0	12	
41525	Рюкзак для ноутбука 15.6 Tucano Lato BackPack (Black) BLABK	0	0	0	1	533		0	0	12	
42070	Рюкзак для ноутбука 16 CaseLogic DLBP116K (Black)	0	0	0	1	533		0	0	12	
42050	Рюкзак для ноутбука 16 HP Value Backpack Black/Red QB757AA	0	0	0	1	533		0	0	12	
45304	Рюкзак для ноутбука Dell 17 Gaming Backpack GM1720PM (460-BCYY)	0	0	0	1	533		0	0	12	
36596	Рюкзак для ноутбука Dicota  Bundle CrossOver Black/Grey 16258	0	0	0	1	533		0	0	12	
36595	Рюкзак для ноутбука Dicota BacPac Rain Blue 7048	0	0	0	1	533		0	0	12	
29458	Рюкзак для ноутбука Dicota Big Apple 15.6 15198	0	0	0	1	533	1149	0	0	12	
29457	Рюкзак для ноутбука Dicota CrazyDog 15.6 15188	0	0	0	1	533	1149	0	0	12	
29459	Рюкзак для ноутбука Dicota CrossOver Black + Blaster (флешка 128Мб)15.6 16258	0	0	0	1	533	1149	0	0	12	
12899	Рюкзак для ноутбука Sumdex PON-355BK 15'' нейлоновый	0	0	0	1	533	1149	0	0	12	
36594	Рюкзак для ноутбука Sundex PON-355BK	0	0	0	1	533		0	0	12	
37683	Рюкзак для ноутбука Tucano Work-out 15.4 нейлон (WOBK-MB15-M) 	0	0	0	1	533		0	0	12	
37659	Салфетка  Ronol микрофибра 40x40 /10073	0	0	0	1	522	1192	0	0	12	
40753	Салфетка  чистящая Lenspen MicroKlear для цифровых камер, телескопов, в/камер, ноутбуков/FC-1	0	0	0	1	522		0	0	12	
39492	Салфетка  чистящая Lenspen MicroKlear для цифровых камер, телескопов, в/камер, ноутбуков/MK-2-G 	0	0	0	1	522		0	0	12	
28465	Салфетка Manhattan 436854 MicroFober Cleaning LCD	0	0	0	1	522		0	0	12	
30590	Салфетка Mifli про3 для LCD мониторов 25х25см	0	0	0	1	522		0	0	12	
29462	Салфетка Tons 15x15 CMF-15	0	0	0	1	522	1192	0	0	12	
30928	Салфетки DataFlash DF-1817 (микрофибра) многоразовые  для чистки экранов LCD/TFT	0	0	0	1	522		0	0	12	
33068	Салфетки DataFlash DF-1818 (микрофибра)для  экранов телевизоров и любой комп.техники LCD/TFT	0	0	0	1	522		0	0	12	
23487	Салфетки Favorit (микрофибра) многоразовые  для чистки экранов F200240	0	0	0	1	522		0	0	12	
31232	Салфетки Gembird микрофибра, влажная и сухая CK-SDW (1 комплект)	0	0	0	1	522		0	0	12	
30546	Салфетки Gembird микрофибра, влажная и сухая CK-SDW (1шт)	0	0	0	1	522		0	0	12	
30517	Салфетки Gembird микрофибра, влажная и сухая CK-SDW (20комплект)	0	0	0	1	522		0	0	12	
16719	Салфетки чистящие ACME  Surface Cleaning 100штук банка	0	0	0	1	522		0	0	12	
30918	Салфетки чистящие ACME 100шт (запасной комплект)	0	0	0	1	522		0	0	12	
18737	Салфетки чистящие ACME Surface Cleaning 100шт (запасной комплект)	0	0	0	1	522		0	0	12	
20198	Салфетки чистящие ACME для LCD/TFT экранов 100штук банка	0	0	0	1	522		0	0	12	
27611	Салфетки чистящие Colorway для LCD и TFT мониторов , 100 шт, CW-1071	0	0	0	1	522		0	0	12	
29993	Салфетки чистящие Colorway для оргтехники, спиртовые 100 шт.	0	0	0	1	522		0	0	12	
32276	Салфетки чистящие Colorway микрофибра  для TFT мониторов, экранов ноутбуков CW-6108	0	0	0	0	522		0	0	12	
38324	Салфетки чистящие ColorWay микрофибра  для TFT/LSD мониторов, экранов ноутбуков CW-6109	0	0	0	1	522		0	0	12	
40436	Салфетки чистящие DataFlash 100шт (запасной комплект) /DF1516B	0	0	0	1	522	1192	0	0	12	
39163	Салфетки чистящие DataFlash 100шт /DF1512B	0	0	0	1	522		0	0	12	
29992	Салфетки чистящие Runtex для LCD и TFT мониторов , 100 шт.	0	0	0	1	522		0	0	12	
21452	Салфетки чистящие влажные FAVORIT Clean LCD TFT  (100шт.) F300210	0	0	0	1	522		0	0	12	
20896	Салфетки чистящие влажные FAVORIT Clean LCD TFT малая туба (100шт.) F300230	0	0	0	1	522		0	0	12	
18182	Салфетки чистящие для экранов влажные FAVORIT Screen Clean 100 шт. F300200	0	0	0	1	522		0	0	12	
38263	Сборник отработанного тонера для Xerox PH7750/7760 108R00575	0	0	0	1	522	1192	0	0	12	
39957	Светильник Ansmann NL собачка	0	0	0	1	570		0	0	12	
39956	Светильник Ansmann NL утенок	0	0	0	1	570		0	0	12	
39958	Светильник Ansmann Starlight божья коровка	0	0	0	1	570		0	0	12	
35786	Светильник USB @LUX LA-UL2 на гусиной шее	0	0	0	1	570		0	0	12	
27739	Светильник USB блестящий Your Device!	0	0	0	1	570		0	0	12	
44150	Светодиодная лампа LED 7W  E27  с датчиком движения	0	0	0	0			0	0	12	
42627	Светодиодная лампа Panasonic LED 5W (40W) 2700K 350lm E27	0	0	0	0			0	0	12	
38104	Серв.платформа Supermicro SYS-7037R-TLF Intel C602 Midle Tower/  Xeon E5-2603 4x1.8GHz LGA2011/ 2xDIMM 4Gb DDR3 ECC Unbuff./ 2xHDD 500Gb/ Video/ 3xPCI-Ex8, 1xPCI-Ex4 in x8, 1xPCI-Ex1,1xPCI /	0	0	0	1			0	0	12	
38121	Серв.платформа Supermicro SYS-7037R-TLF Intel C602 Midle Tower/ 2xCPU Xeon E5-2603 4x1.8GHz LGA2011/ 8xDIMM 4Gb DDR3 ECC Unbuff./ 2xHDD 500Gb/ Video/ 3xPCI-Ex8, 1xPCI-Ex4 in x8, 1xPCI-Ex1,1xPCI 	0	0	0	1			0	0	12	
42714	Сервер HP ML110G7 DC i3-2100 3.10GHz/2-core/1P 2GB NHP-SATA 250GB DVD-ROM Twr  626473-421	0	0	0	0			0	0	12	
39143	Сервер HP ProLiant ML350G6 | Xeon E5606 2.13 GHz, 8Mb L3-cache | 4Gb DDR3 | P410i/ZM | 1x300Gb LFF SAS | DVD-RW | Tower 5U | 470065-549	0	0	0	1			0	0	12	
30393	Сервер SR10568-011; S7002WGM2NR-1x E5504-2x KVR1333D3E9S/2G-4x 84H220910-074-1x HUS153014VLS300-2x AD-7240S-0B-1x NN.SR10568-011-06071  	0	0	0	1			0	0	12	
40847	Сервер Supermicro SYS-6027R-3F / 2xE5-2609/ 16Gb/ 2x1Tb/ 2x300Gb/ LSI 9261-Bi	0	0	0	1			0	0	12	
43086	Серверная материнская плата	0	0	0	1			0	0	12	
30361	Серверная платформа Intel HP ML 150Gb E5504 HP SAS/SATA EU SVR  Model HSTNS-7105 (470065-154)	0	0	0	1			0	0	12	
26947	Серверная платформа Intel Server SR2520SAFR E10058-002	0	0	0	1			0	0	12	
36607	Серверная платформа Supermicro SuperServer SYS-5016I-MRF /14 1U Rackmount/ Intel® 3420 chipset/ LGA 1156/ 200W PSU	0	0	0	1			0	0	12	
37468	Серверная платформа Supermicro SYS-5017C-MF 19 1U / Intel C202 /Intel Xeon E3-1220 3.4GHz, Sandy Bridge  80W LGA 1155/ 2x2Gb DDR3-1333 ECC Unbuffered	0	0	0	1			0	0	12	
42570	Серверная платформа Supermicro SYS-5017C-MF 19 1U / Intel C202 /Intel Xeon E3-1220V2 3.1GHz, Ivy  Bridge  69W LGA 1155/ 32Gb DDR3-1333 ECC Unbuffered	0	0	0	1			0	0	12	
36948	Серверная платформа Supermicro SYS-7036C-MTF Midle Tower / Intel 5500 /2xCPUs Intel Xeon E5606 2.13GHz, LGA1366/ 4x4Gb DDR3 1333MHz  ECC	0	0	0	1			0	0	12	
37138	Серверная платформа Supermicro X7DWA-N i5400/ Xeon E5335 LGA771/ 4Gb DDR2 FB Kingston/ 2xPCI-Ex16, 2xPCI-X 64bit, 2xPCI 32bit/ CSE-743T-645B Tower	0	0	0	1			0	0	12	
43727	Серверный блок питания 1U  250wt	0	0	0	0	479		0	0	12	
43726	Серверный корпус 1U F	0	0	0	0	482		0	0	12	
8399	Сетевая карта  SureCom EP-320X-R1/4B	0	0	0	1	1755		0	0	12	
30226	Сетевая карта 10/100 /1000 Intel PRO/1000GT PCI	0	0	0	1	1755		0	0	12	
14238	Сетевая карта 10/100 Mbps Lan Card CN-D30TXL Canyon	0	0	0	1	1755		0	0	12	
28472	Сетевая карта 10/100 Mbps Lan Card CNPLAN2 Canyon	0	0	0	1	1755		0	0	12	
2057	Сетевая карта 10/100 Siemens	0	0	0	1	1755		0	0	12	
25477	Сетевая карта 10/100/1000 Mbps Gigabit PCI Network Adapter CNP-GLAN1A Canyon	0	0	0	1	1755		0	0	12	
470	Сетевая карта 3Com 509 ISA	0	0	0	1	1755		0	0	12	
320	Сетевая карта 3Com 905	0	0	0	1	1755	1154	0	0	12	
18158	Сетевая карта D-LINK 10/100M Fast Ethernet PCI adapter with RJ-45 connector NIC, DFE-520TX	0	0	0	0	1755		0	0	12	
42758	Сетевая карта D-Link DFE-551FX	0	0	0	1	1755		0	0	12	
33958	Сетевая карта D-Link DGE-528T 1port 1000BaseT, PCI /Bulk	0	0	0	1	1755		0	0	12	
42854	Сетевая карта EDIMAX EN-9260TXE V2 1x10/100/1000TX, PCI-E, Realtek RTL8168B Single Chip	0	0	0	0	1755		0	0	12	
24014	Сетевая карта Encore ENL832-TX-RE pci card 10/100	0	0	0	1	1755		0	0	12	
24857	Сетевая карта Encore ENL833-TB-REB Ethernet10/100 Base-TX RTL8139	0	0	0	1	1755		0	0	12	
28593	Сетевая карта Encore ENLWI-G2 Wireless PCI 802.11g 54Mbit/s	0	0	0	1	1782		0	0	12	
31014	Сетевая карта Encore USB 2.0 ENLWI-N3 Wireless 802.11n 1T1R 150Mбит/с	0	0	0	1	1781		0	0	12	
28594	Сетевая карта Encore USB2.0  802.11g 54Mbit/s Wireless  ENUW1-G2	0	0	0	1	1781		0	0	12	
4935	Сетевая карта Engler RTL8139 pci card 10/100	0	0	0	1	1755		0	0	12	
