part_number	name	priceOpt	warranty	instock
YT-C-H-V2W	Конвертер VEGGIEG H-V2W HDMI (папа) на VGA(мама) + Audio, 25cm, White, Пакет	3.3	2	1
RJ45ML-50-CAT5	Коннектор Merlion RJ-45 8P8C UTP Cat-5 (50 шт/уп.) для сквозного подключения	2.5	1	1
U3-W01	Контроллер USB 3.0 to Ethernet VEGGIEG U3-W01 - Сетевой адаптер 100/1000Mbps с проводом, RTL-8152B, White, Blister-Box	11.8	6	1
06342	Корпус компьютерный - 0.4mm SPCC, ATX, БП 500W 120mm, 2x3.0 USB+Audio, Black/Orange, (755x220x595mm)	25.4	12	1
PP- 003	Кронштейн для камеры PiPo PP- 003, черный  металл, 10 штук в упаковке, цена за 1 шт	1	0	1
CC-4010 40x40x10/3	Кулер корпусной Merlion 4010 40x40x10mm, 3pin	0.95	2	1
Pccooler F142	Кулер корпусной Pccooler F142, 3-pin + MOLEX, RPM 900±15%, BOX	8.1	3	1
YT-NV120х16	Кусачки вертикальные, зеленые ручки 120х12мм, 6 дюймов, Q30	1.2	1	1
WO3000LB	Лебедка WO3000LB ручная барабанная, грузоподъемность до 350кг, длина тросса 7м	0	2	1
OK-MI114	Лицевая панель OK-net	20.4	1	1
MCX01	Микрофон FANTECH MCX01 LEVIOSA  , корпус Black, Color Box	36	6	1
SHURE SM58	Микрофон беспроводной SHURE SM58 Vocal Artist (копия), BOX	50	1	1
YTH-78318	Многофункциональный инструмент для зачистки и для удаления изоляции кабеля YTH-783-18, Blue-red	0	2	1
